hor,date,introduce,location,price,review,star
Rodolfo, /2017-11-01,本书是介绍如何在产品中使用TensorFlow的实用教程。本书介绍了可以使用TensorFlow的多种情况， 并通过真实世界的项目， 向读者展示了如何使用TensorFlow。本书还讲解了在实际环境中使用TensorFlow的创新方法。 本书主要介绍第二代机器学习与数值计算，提供了训练模型、机器学习、深度学习以及使用各种神经网络的项目，以此来讲解TensorFlow的应用领域，还讨论如何使用TensorFlow计算复杂数值。 本书在教读者使用TensorFlow的同时，还展示了如何使用张量来探究各层的数据。只需选定一个跟读者环境相匹配的项目，就能学到如何在产品中应用TensorFlow的相关知识。读完本书后，读者将能通过TensorFlow有效改善项目的速度和效率。 本书包括以下内容： ● 加载、交互、剖析、处理和存储复杂数据集； ● 使用先进的技术来解决分类和回归问题； ● 使用线性回归模型预测简单时间,人民邮电出版社,¥47.00,805条评论,width: 100%;

刘少山, /2017-05-01,全面梳理无人驾驶技术必读之作！ 适合对无人驾驶技术感兴趣的在校学生、工业从业者，以及相关人士阅读。 无人驾驶技术概览 无人驾驶定位导航、感知、决策与控制等算法 深度学习、强化学习、计算机视觉在无人驾驶中的应用 无人驾驶安全等多个主要技术点,电子工业出版社,¥56.60,916条评论,width: 90%;

陈仲铭, /2018-08-01,（1）大量图例，简单易懂。作者亲自绘制了大量插图，力求还原深度学习的算法思想，分解和剖析晦涩的算法，用图例来表示复杂的问题。生动的图例也能给读者带来阅读乐趣，快乐地学习算法知识，体会深度学习的算法本质。 （2）简化公式，生动比喻。深度学习和机器学习类的书中通常会有大量复杂冗长的算法公式，为了避免出现读者读不懂的情况，本书尽可能地统一了公式和符号，简化相关公式，并加以生动的比喻进行解析。在启发读者的同时，锻炼读者分析问题和解决问题的能力。 （3）算法原理，代码实现。在介绍深度学习及相关算法的原理时，不仅给出了对应的公式，还给出了实现和求解公式的代码，让读者明确该算法的作用、输入和输出。原理与代码相结合，使得读者对深度学习的算法实现更加具有亲切感。 （4）深入浅出，精心剖析。理解深度学习,人民邮电出版社,¥85.40,2条评论,width: 90%;

ITpro, /2018-03-01,,电子工业出版社,¥65.30,130条评论,width: 100%;

高扬, /2017-08-01,,机械工业出版社,¥66.20,1017条评论,width: 90%;

西蒙, /2017-06-29,,机械工业出版社,¥92.30,642条评论,width: 90%;

廖星宇, /2017-09-01,1 作者本身也是从小白开始入门深度学习的，无论从书中内容，还是讲解思路，以及语言风格，均适合你从零开始进入深度学习这个充满魔力的世界。 2 实例简单而不简约，用到了生成对抗网络和注意力机制等目前相对前沿的深度学习技术。 3 虽然是一本入门教程，但是对原理的讲述也不含糊，清晰易懂，让读者能知其然且知其所以然。,电子工业出版社,¥75.80,377条评论,width: 90%;

中井悦司, /2018-05-01,写给IT工程师看的机器学习入门书 紧紧围绕 机器学习的商业应用 这个主题，从数学原理上解释机器学习的一些基础算法，如*小二乘法、*推断法、感知器、Logistic回归、K均值算法、EM算法、贝叶斯推断等。 帮助读者理解机器学习的本质，着眼于教会读者使用什么样的思维方式，以及如何进行计算，为读者探索更加复杂的深度学习领域或神经网络算法打下坚实的基础。 第 1章 数据科学和机器学习 第 2章 *小二乘法：机器学习理论*步 第3章 *推断法：使用概率的推断理论 第4章 感知器：分类算法的基础 第5章 Logistic回归和ROC曲线：学习模型的评价方法 第6章 K均值算法：无监督学习模型的基础 第7章 EM算法：基于*推断法的监督学习 第8章 贝叶斯推断：以数据为基础提高置信度的手法,人民邮电出版社,¥56.60,96条评论,width: 90%;

范淼, /2016-10-01,"该书帮助对机器学习、数据挖掘感兴趣的读者整合时下流行的基于Python语言的程序库。如Scikit-learn，Pandas, NLTK，Gensim, XGBoost，TensorFlow等，并且针对现实中遇到的数据，甚至是Kaggle竞赛中的分析任务，快速搭建有效的机器学习系统。 同时，作者尽力减少读者为了理解本书，而对编程技能、数学背景的过分依赖，进而降低机器学习模型的实践门槛，让更多的兴趣爱好者体会到使用经典模型以及新的高效方法解决实际问题的乐趣。",清华大学出版社,¥42.10,680条评论,width: 90%;

王文峰, /2018-02-01,人脸识别入门，轻松有趣，手把手入门、进阶与实战 讲解人脸识别重要算法及实现 可学会设计自己的人脸识别系统及图像用户界面 内容扎实、有分量，基于中科院、重点实验室等的研究积累和实战 配源码，注释详细，分分钟成为人脸识别源码设计高手 国际模式识别技术委员会主席唐远炎热评,电子工业出版社,¥75.80,268条评论,width: 90%;

尼克·麦克卢尔, /2017-09-20,,机械工业出版社,¥66.20,460条评论,width: 90%;

赵春江, /2018-08-01,讲解了十大经典算法：正态贝叶斯分类器、K近邻算法、支持向量机、决策树、AdaBoost、梯度提升树、随机森林、*随机树、期望极大值和神经网络。 给出了OpenCV的相关源码，并逐句解释。 给出了基于OpenCV的程序实现范例，充分体现了理论与实践相结合的特点。,人民邮电出版社,¥66.20,4条评论,width: 60%;

余来文, /2018-02-01,人工智能作为新时代的技术新兴，已经带领人类社会进入全新的时代奇点，开始缔造一个全新的时代 智能时代！本书针对智能时代的关键技术领域：机器学习、人工智能、超级计算、网络安全等方面，通过丰富的本土企业案例，阐述分析企业在智能时代下的应对转型之策，这些企业的成功经验以及其中的可取之处值得我们细细品读及理解，从中总结出适合自己企业的智能化发展道路。,化学工业出版社,¥49.90,129条评论,width: 100%;

周润景, /2018-05-31,《模式识别与人工智能（基于MATLAB）》以实用性、可操作性和实践性为宗旨，以酒瓶颜色分类的设计为例，将理论与实践相结合，介绍各种相关分类器设计。,清华大学出版社,¥76.50,25条评论,width: 100%;

刘豹, /2011-05-01,,机械工业出版社,¥34.00,3166条评论,width: 90%;

猿辅导研究团队, /2018-02-01,来自一直盛产人工智能黑科技的神秘之师，他们也是开源分布式系统ytk-learn和ytk-mp4j的作者。 用一线工程视角，透过关键概念、模型、算法原理和实践经验，为入坑者破解深度学习 炼金术 。 算法、代码容易获取，结合产品需求落地机器学习才是难题，本书旨在让算法真正在团队扎根长大。 胸怀全局、了如指掌才能在实践中少走弯路，用理论滋养创新能力，这也是本书导向的至臻境界。,电子工业出版社,¥114.20,320条评论,width: 70%;

路彦雄, /2018-02-01,自然语言处理是研究人机之间用自然语言通信的理论和方法，是人工智能领域的一个重要分支，有着非常广泛的应用空间。 本书结合 作者多年学习和从事自然语言处理相关工作的经验，力图用生动形象的方式深入浅出地介绍自然语言处理的理论、方法和技术。本书抛弃繁琐的证明，提取出算法的核心，帮助读者尽快地掌握自然语言处理所必*备的知识和技能。 通过本书，你将学习和理解： ★ 概率论、信息论、贝叶斯法则等基础知识； ★ *优化问题、*大似然估计以及梯度下降法； ★ 机器学习和深度学习的热门话题； ★ 程序优化的方法； ★ PageRank和相似度计算的原理； ★ 搜索引擎的原理、架构和核心模块； ★ 各种推荐算法的原理和工作机制； ★ 自然语言处理和对话系统等技术难题。,人民邮电出版社,¥66.20,382条评论,width: 90%;

刘衍琦, /2017-06-01,《MATLAB计算机视觉与深度学习实战》详细讲解了30个MATLAB计算机视觉与深度学习实战案例，提供源码及在线支持。 几乎涵盖了数字图像处理中几乎所有的基本模块，并延伸到了深度学习的理论及其应用方面。 适合计算机、信号通信和自动化等相关专业的教师、本科生、研究生，以及广大从事数字图像处理的工程研发人员阅读参考。,电子工业出版社,¥75.80,565条评论,width: 90%;

Gavin, /2018-06-01,大部分现代分布式应用的核心就是队列。它提供了缓存、优先级区分和消息路由的能力。RabbitMQ是一款高性能的消息代理服务器，基于高级消息队列协议。它经受住了实践的检验，足够快速，足够强大，几乎可以满足所有消息投递的需要。仅需要一些简单的设置，就能立即使用它管理低级别服务通信、应用集成和分布式系统的消息路由。本书是构建和维护基于消息的应用程序的实用指南。本书详细介绍了RabbitMQ，其中重点介绍了它的工作机制。不论是简单的网络服务，还是复杂的分布式设计，都可以从中找到真实系统的示例与详细解释。还可以从中领略到核心架构决策和有效运营管理流程开发所需的深刻见解。 具体内容包括： ◎AMQP协议（Advanced Message Queueing Protocol） ◎使用MQTT、Stomp和HTTP进行通信◎非常有价值的故障诊断技术 ◎数据库集成本书适合那些对,电子工业出版社,¥75.80,11条评论,width: 90%;
